1430, 3.89, 1, 1
1430, 4.30, 2, 1
1430, 4.23, 3, 1
1430, 3.81, 3, 1
1430, 4.12, 2, 1
1430, 4.25, 2, 1
1430, 4.55, 3, 1
1440, 4.55, 2, 1
1440, 4.00, 1, 1
1450, 4.69, 3, 1
1450, 4.12, 3, 1
1450, 4.68, 3, 1
1450, 4.34, 3, 1
1460, 4.37, 3, 1
1460, 4.21, 3, 1
1460, 4.42, 3, 1
1460, 4.35, 3, 1
1470, 4.27, 3, 1
1470, 4.30, 3, 1
1470, 4.35, 3, 1
1480, 4.58, 2, 1
1480, 4.49, 2, 1
1480, 4.69, 3, 1
1480, 4.69, 3, 1
1500, 4.56, 2, 1
1500, 4.23, 3, 1
1510, 4.73, 2, 1
1510, 4.20, 3, 1
1520, 4.73, 3, 1
1520, 4.61, 3, 1
1520, 4.51, 3, 1
1530, 4.54, 3, 1
1530, 4.54, 3, 1
1530, 4.54, 3, 1
1530, 4.54, 3, 1
1530, 4.54, 3, 1
1530, 4.54, 3, 1
